video_directory,start_time,end_time,caption
KXNBFUXS.mp4,11.4,18.7,The black necked spitting cobra is sensing its environment.
KXNBFUXS.mp4,2.8,8.1,The black necked spitting cobra is keeping still.
KXNBFUXS.mp4,20.0,21.9,The black necked spitting cobra is attending.
KXNBFUXS.mp4,8.2,14.6,The black necked spitting cobra is hissing.
KXNNNDFS.mp4,0.1,23.8,The wild red-tailed boa is keeping still.
KXNNNDFS.mp4,23.8,49.0,The wild red-tailed boa is sensing its environment.
KXNNNDFS.mp4,49.0,50.2,The wild red-tailed boa is moving.
KXNWMHAQ.mp4,16.1,18.3,The montagu's harrier is standing.
KXNWMHAQ.mp4,18.3,19.0,The montagu's harrier is flying.
KXNWMHAQ.mp4,18.3,19.0,The young of the montagu's harrier (birdling) is sleeping in its nest.
KXNWMHAQ.mp4,19.0,30.9,The young of the montagu's harrier (birdling) is keeping still.
KXNWMHAQ.mp4,23.9,26.3,The montagu's harrier makes a landing.
KXNWMHAQ.mp4,23.9,26.3,The young of the montagu's harrier (birdling) is attending.
KXNWMHAQ.mp4,26.3,28.9,The young of the montagu's harrier (birdling) is spreading its wings.
KXNWMHAQ.mp4,26.3,30.9,The adult montagu's harrier in the background carries a dead bird in its beak.
KXNWMHAQ.mp4,3.2,16.0,The montagu's harrier is sensing its environment.
KXNWMHAQ.mp4,8.9,30.9,The young of the montagu's harrier (birdling) is sensing its environment.
KXQSUGQD.mp4,31.4,32.9,The frog is attending.
KXQSUGQD.mp4,33.0,34.5,The frog is keeping still.
KXQSUGQD.mp4,34.7,37.9,The golden poison frog is walking.
KXQSUGQD.mp4,38.2,49.1,The golden poison frog is climbing.
KXQSUGQD.mp4,61.0,62.5,The golden poison frog is attending.
KYAACHDU.mp4,0.1,1.0,The australian bowerbird is attending.
KYAACHDU.mp4,10.0,11.7,The australian bowerbird is flying.
KYAACHDU.mp4,24.4,28.9,The australian bowerbird is jumping.
KYAACHDU.mp4,29.0,30.9,The australian bowerbird is sensing its environment.
KYDNRONO.mp4,11.2,19.7,The wood warbler is sensing its surrounding.
KYDNRONO.mp4,3.0,3.5,"The backfacing yellow wood warbler shakes its body briefly, while standing on a branch."
KYDNRONO.mp4,3.5,11.2,The wood warbler is chirping.
KYEFRIKV.mp4,45.1,46.9,The blue-ringed octopus is spreading.
KYEFRIKV.mp4,50.7,66.5,The blue-ringed octopus is moving.
KYEFRIKV.mp4,66.6,75.0,The blue-ringed octopus is sensing its environment.
KYOQTEUL.mp4,21.4,25.4,The mozambique spitting cobra is moving.
KYOQTEUL.mp4,3.6,21.3,The mozambique spitting cobra is sensing its environment.
KYOQTEUL.mp4,5.8,7.3,The mozambique spitting cobra is spitting venom.
KYOQTEUL.mp4,9.1,9.9,The mozambique spitting cobra is keeping still.
KYORDNQN.mp4,16.0,33.4,The common snipe is chirping.
KYORDNQN.mp4,33.5,70.5,The reed bunting bird is chirping.
KYORDNQN.mp4,43.2,44.4,The reed bunting bird is flapping its tail.
KYORDNQN.mp4,45.8,47.8,The reed bunting bird is keeping still.
KYORDNQN.mp4,5.5,15.8,The eurasian skylark bird is flying.
KYORDNQN.mp4,66.7,68.5,The reed bunting bird is sensing its environment.
KYORDNQN.mp4,71.4,76.1,The eurasian wren bird is chirping.
KYORDNQN.mp4,76.1,76.8,The eurasian wren bird is sensing its environment.
KYORDNQN.mp4,77.2,80.0,The beetle is moving.
KYORDNQN.mp4,77.2,80.0,The eurasian wren bird is calling.
KYRVFXGD.mp4,17.2,18.3,The horse is jumping.
KYRVFXGD.mp4,18.5,22.9,The horse is sensing its environment.
KYRVFXGD.mp4,18.5,25.3,The horse is eating.
KYRVFXGD.mp4,23.1,30.9,The horse is keeping still.
KYRVFXGD.mp4,31.0,33.5,The horse is attending.
KYRVFXGD.mp4,6.5,18.3,The horse is walking.
KYWJVCDA.mp4,16.0,43.2,The latrodectus hersperus western widow spider is building its nest.
KYWJVCDA.mp4,4.1,7.5,The antipaluria urichi webspinner is moving.
KZBWISDK.mp4,12.8,15.0,The butterfly is keeping still.
KZBWISDK.mp4,15.1,17.1,The butterfly is flying.
KZBWISDK.mp4,17.1,18.1,The butterfly makes a landing.
KZBWISDK.mp4,18.2,23.0,The giant galapagos tortoise is keeping still.
KZBWISDK.mp4,7.8,12.7,The giant galapagos tortoise is walking.
KZRSOFUP.mp4,0.7,9.3,The red spitting cobra is sensing its environment.
KZRSOFUP.mp4,6.6,7.0,The red spitting cobra is spitting venom.
KZRSOFUP.mp4,9.3,11.3,The red spitting cobra is keeping still.
KZVKXFFP.mp4,11.4,15.8,The otter is sensing its environment.
KZVKXFFP.mp4,15.9,18.8,The otter is eating.
KZVKXFFP.mp4,4.0,7.3,Many otter surface from the water.
KZVKXFFP.mp4,4.0,7.3,The otter is shaking its head.
KZVKXFFP.mp4,4.0,9.3,The otter is diving.
KZVKXFFP.mp4,7.3,15.8,The otter is swimming.
LADIGLZD.mp4,17.2,28.0,The mosquito is eating.
LAIARPIF.mp4,25.2,28.1,The fish is swimming.
LAIARPIF.mp4,25.2,28.1,The sardine is being eaten by a whale.
LAIARPIF.mp4,25.2,28.1,The sea lion is swimming.
LAIARPIF.mp4,25.2,28.1,The whale is eating.
LAIARPIF.mp4,28.2,34.7,The whale is swimming.
LAIARPIF.mp4,3.7,4.9,The sardine is swimming.
LAIVPLKY.mp4,1.2,1.6,The side blotched lizard is fleeing away.
LAIVPLKY.mp4,2.8,5.1,The side blotched lizard is sensing its environment.
LAIVPLKY.mp4,5.1,6.1,The side blotched lizard is doing push up.
LAIVPLKY.mp4,6.1,6.7,The side blotched lizard is running.
LAIVPLKY.mp4,7.4,15.8,The side blotched lizard is keeping still.
LANQHCEI.mp4,57.2,71.9,The spider is moving.
LANQHCEI.mp4,61.4,64.1,The ant is eating.
LANQHCEI.mp4,69.0,71.9,The ant is moving.
LANQHCEI.mp4,73.0,73.9,The spider is eating.
LAQWPFFP.mp4,1.2,6.2,The pistol shrimp is digging.
LAQWPFFP.mp4,1.2,6.2,The yellow watchman goby fish is keeping still.
LAQWPFFP.mp4,10.3,20.5,The yellow cuttlefish is moving.
LAQWPFFP.mp4,27.8,33.1,The yellow cuttlefish is drifting in the water.
LAUYQKOU.mp4,10.0,12.2,The yellowhammer is chirping.
LAUYQKOU.mp4,3.8,4.2,The yellowhammer is jumping.
LAUYQKOU.mp4,4.2,4.8,The yellowhammer is turning around.
LAUYQKOU.mp4,4.8,8.4,The yellowhammer is sensing its environment.
LAUYQKOU.mp4,8.4,8.8,The yellowhammer is flying.
LAVQVJYD.mp4,7.8,12.5,The ant is exploring.
LAVQVJYD.mp4,7.8,12.5,The aphis fabae aphid is keeping still.
LBBUZPKT.mp4,16.1,21.0,The сommon eider is swimming.
LBBUZPKT.mp4,8.7,16.0,The сommon eider is sensing its environment.
LBCQWRAC.mp4,14.8,23.6,The capuchin monkey is sensing its environment.
LBCQWRAC.mp4,23.6,28.6,The capuchin monkey is walking.
LBCQWRAC.mp4,29.9,44.1,The tamandua is walking.
LBFBBBXG.mp4,10.9,16.1,The common crane is chirping.
LBFBBBXG.mp4,10.9,16.1,The common crane is sensing its environment.
LBFBBBXG.mp4,10.9,21.0,The common crane is walking.
LBFBBBXG.mp4,16.5,18.5,The common crane is attending.
LBFBBBXG.mp4,18.5,21.0,The common crane is keeping still.
LBFOINPL.mp4,0.8,8.4,The squirrel is eating.
LBFOINPL.mp4,11.7,27.3,The squirrel is digging.
LBFOINPL.mp4,8.5,11.6,The squirrel is keeping still.
LBKKLPAB.mp4,11.8,54.2,The vimba fish is moving.
LBKKLPAB.mp4,3.8,11.7,"The vimba fish is being carried in the mouth of a dice snake, as the snake slowly devours it."
LBKKLPAB.mp4,3.8,54.2,The dice snake in the foreground continues to bite on the fish.
LBKKLPAB.mp4,3.8,9.7,The dice snake is moving.
LBKKLPAB.mp4,9.8,11.7,The dice snake is sensing its environment.
LBQNHWUH.mp4,13.7,15.0,The bird is spreading its wings.
LBQNHWUH.mp4,13.7,15.0,The bird is standing.
LBQNHWUH.mp4,2.0,22.9,The bird is sensing its surrounding.
LBQNHWUH.mp4,2.0,9.4,The eagle is carrying food in its mouth.
LBQNHWUH.mp4,23.0,25.9,The bird is sleeping in its nest.
LBQNHWUH.mp4,26.0,27.4,The bird is attending.
LBQNHWUH.mp4,26.0,27.4,The bird makes a landing.
LBQNHWUH.mp4,9.5,13.6,The bird is walking.
LBQZRRAH.mp4,0.0,2.0,The pygmy owl is attending.
LBQZRRAH.mp4,2.1,21.6,The pygmy owl is chirping.
LBQZRRAH.mp4,21.7,23.7,The pygmy owl is preening itself.
LBQZRRAH.mp4,23.7,25.4,"The pygmy owl with yellow eyes is shaking its whole body, while standing on the branch."
LBQZRRAH.mp4,25.4,36.7,The pygmy owl is sensing its environment.
LBRDCIYC.mp4,0.0,0.8,The hoopoe is walking.
LBRDCIYC.mp4,0.8,1.6,The hoopoe is jumping.
LBRDCIYC.mp4,3.6,43.7,The hoopoe is biting on a bug.
LBRDCIYC.mp4,3.6,43.7,The insect is being eaten by the hoopoe bird with brown head and black and white stripes on its body.
LBRDCIYC.mp4,43.9,71.9,The hoopoe is sensing its environment.
LBSLKPIF.mp4,0.2,3.1,The shoebill bird is attending.
LBSLKPIF.mp4,17.4,20.0,The shoebill bird is walking.
LBSLKPIF.mp4,20.2,22.9,The shoebill bird is sensing its environment.
LBSLKPIF.mp4,54.3,56.6,The shoebill bird is drinking.
LBXNDRTZ.mp4,11.9,15.6,The eyelash pit viper is keeping still.
LBXNDRTZ.mp4,4.8,11.8,The eyelash pit viper is moving.
LCBPYRDX.mp4,12.7,14.7,The red crossbill is sensing its environment.
LCBPYRDX.mp4,3.0,5.0,The red crossbill is attending.
LCBPYRDX.mp4,5.3,15.5,The red crossbill is drinking.
LCIIEMME.mp4,0.3,12.5,The common crane is eating.
LCIIEMME.mp4,0.3,29.5,The common crane on the left is manipulating an object.
LCIIEMME.mp4,12.6,29.5,The common crane is manipulating an object.
LCIIEMME.mp4,30.1,37.1,The common crane is preening itself.
LCIIEMME.mp4,37.3,40.1,The common crane is sitting.
LCIIEMME.mp4,48.2,61.0,The common crane is sensing its environment.
LCIIEMME.mp4,69.0,71.9,The bird makes a landing.
LCIIEMME.mp4,70.6,71.9,The bird is sensing its environment.
LCIIEMME.mp4,76.9,80.0,The bird is eating.
LDELFFJO.mp4,10.9,12.8,The tadpole is keeping still.
LDELFFJO.mp4,12.9,15.4,The frog is keeping still.
LDELFFJO.mp4,21.3,21.5,The cricket is keeping still.
LDELFFJO.mp4,21.5,21.6,The cricket is eating.
LDELFFJO.mp4,21.7,22.4,The frog is eating.
LDELFFJO.mp4,22.4,23.4,The frog is attending.
LDELFFJO.mp4,5.7,10.7,The tadpole is eating.
LDLVFXGD.mp4,0.8,10.0,A group of kangaroos is jumping in the jungle.
LDLVFXGD.mp4,0.8,10.0,The kangaroo is jumping.
LDLVFXGD.mp4,53.6,55.7,The kangaroo is keeping still.
LDWILIJJ.mp4,28.1,39.8,The king cobra is eating.
LDWILIJJ.mp4,8.1,28.0,The king cobra is biting the spectacled cobra.
LDWILIJJ.mp4,8.1,39.8,The spectacled cobra is slowly being eaten by the king cobra next to a stream.
LDXGNUXS.mp4,0.9,2.4,The black necked spitting cobra is keeping still.
LDXGNUXS.mp4,2.5,6.0,The black necked spitting cobra is sensing its environment.
LDXGNUXS.mp4,6.2,8.3,The black necked spitting cobra is moving.
LEHVYIJJ.mp4,0.2,10.1,The spectacled cobra is sensing its environment.
LEHVYIJJ.mp4,10.2,17.1,The king cobra is keeping still.
LEHVYIJJ.mp4,17.2,31.5,The king cobra is moving.
LEHVYIJJ.mp4,39.7,69.9,The king cobra is biting the spectacled cobra on a riverbank.
LEHVYIJJ.mp4,39.7,69.9,The spectacled cobra is being eaten by the king cobra in the stream.
LEMETHVR.mp4,0.2,24.8,The king cobra is biting a snake on a riverbank.
LEMETHVR.mp4,0.2,24.8,The spectacled cobra is being eaten by the king cobra next to the stream.
LENJNZDI.mp4,10.5,15.0,The leatherback sea turtle is keeping still.
LENJNZDI.mp4,19.7,27.1,The leatherback sea turtle is walking.
LENNFHXM.mp4,11.3,62.8,The dendroaspis polylepis black mamba is moving.
LENNFHXM.mp4,62.9,72.5,The dendroaspis polylepis black mamba is keeping still.
LFNZRSOM.mp4,0.1,48.7,The bird is flying.
LFNZRSOM.mp4,48.8,53.9,The golden eagle is flying.
LFNZRSOM.mp4,54.0,62.9,The golden eagle makes a landing.
LFWANWPM.mp4,0.1,16.6,The caterpillar explores around the green leaf.
LGAQFAMC.mp4,15.6,34.3,The young of the lion (cub) is walking.
LGAQFAMC.mp4,17.1,23.1,The lion is keeping still.
LGAQFAMC.mp4,23.1,26.2,The lion is sensing its environment.
LGAQFAMC.mp4,26.4,29.0,The young of the lion (cub) is sensing its environment.
LGAQFAMC.mp4,34.3,38.6,The young of the lion (cub) is hugging the other cub.
LGAQFAMC.mp4,34.3,38.6,The young of the lion (cub) is sitting.
LGGCSWBO.mp4,10.6,11.6,The bird is flying.
LGGCSWBO.mp4,10.6,11.6,The golden eagle is attending.
LGGCSWBO.mp4,11.6,15.3,The black bird in the foreground is carrying a twig in its mouth.
LGGCSWBO.mp4,13.0,15.3,The bird is walking.
LGGCSWBO.mp4,15.3,17.5,The bird is sensing its environment.
LGGCSWBO.mp4,15.3,18.1,The bird is eating.
LGGCSWBO.mp4,17.5,18.1,The bird is jumping.
LGGCSWBO.mp4,3.3,18.1,The golden eagle is eating.
LGGCSWBO.mp4,8.4,10.4,The bird makes a landing.
LGHNQBQT.mp4,18.0,19.0,The raffles banded langur is keeping still.
LGHNQBQT.mp4,19.1,20.5,The raffles banded langur is climbing.
LGIQWXGD.mp4,11.6,15.5,The horse is walking.
LGIQWXGD.mp4,5.1,9.5,The horse is digging.
LGIQWXGD.mp4,9.5,11.5,The horse is eating.
LGOLTADX.mp4,2.5,5.6,The white-backed woodpecker is eating.
LGOLTADX.mp4,5.6,6.5,The white-backed woodpecker is sensing its environment.
LGOLTADX.mp4,6.5,16.4,The white-backed woodpecker is pecking.
LGOLYEDF.mp4,19.7,23.1,The caretta caretta turtle is sensing its environment.
LGOLYEDF.mp4,23.2,26.8,The caretta caretta turtle is walking.
LGOLYEDF.mp4,29.1,31.3,The snail is keeping still.
LGOLYEDF.mp4,29.1,31.3,The snail is moving.
LGOLYEDF.mp4,35.9,40.6,The crocodylus acutus crocodile is keeping still.
LGOLYEDF.mp4,9.7,14.6,The caretta caretta turtle is swimming.
LGRYTPKK.mp4,4.5,11.1,The black-winged stilt is keeping still.
LGRYTPKK.mp4,4.5,8.9,The black-winged stilt is preening itself.
LGRYTPKK.mp4,5.9,7.5,The black-winged stilt is drinking.
LGRYTPKK.mp4,8.9,11.1,The black-winged stilt is walking.
LGUONFKM.mp4,23.6,28.3,The meerkat is keeping still.
LGUONFKM.mp4,23.6,28.3,The meerkat is moving.
LGUONFKM.mp4,23.6,28.3,The meerkat is standing in alert.
LGUONFKM.mp4,8.3,9.6,The meerkat is attending.
LGUONFKM.mp4,9.7,22.4,The meerkat is eating.
LGUONFKM.mp4,9.7,22.4,The scorpion is being pinned on the ground and eaten by the mongoose.
LGXJPXMC.mp4,1.2,6.8,The woodpecker is sensing its environment.
LGXJPXMC.mp4,13.0,14.2,The woodpecker is flying.
LGXJPXMC.mp4,6.8,13.0,The woodpecker is keeping still.
LHEDOXGD.mp4,35.4,38.2,The horse is eating.
LHEDOXGD.mp4,39.4,42.7,The horse is walking.
LHEDOXGD.mp4,8.5,15.4,The horse is having a flehmen response.
LHIXDLWC.mp4,60.7,72.2,The chameleon is keeping still.
LHIXDLWC.mp4,72.4,79.3,The chameleon is walking.
LHLLNZDI.mp4,38.2,42.1,The leatherback sea turtle is walking.
LHMJYNPL.mp4,16.7,17.9,The grey langur is keeping still.
LHMJYNPL.mp4,16.7,17.9,The grey langur is walking.
LHMJYNPL.mp4,18.0,19.7,The grey langur is attending.
LHMJYNPL.mp4,19.8,23.0,The grey langur is hugging another langur.
LHMJYNPL.mp4,7.2,14.8,The grey langur is showing affection.
LHMJYNPL.mp4,7.2,16.6,The grey langur is sensing its environment.
LHTFRWWK.mp4,59.3,76.1,The octopus is swimming.
LHTFRWWK.mp4,59.3,76.1,The shrimp is swimming.
LIREXPTK.mp4,1.5,14.1,The singing nightingale is chirping.
LIREXPTK.mp4,6.5,8.1,The singing nightingale is keeping still.
LIUTCHIS.mp4,3.8,5.2,The big headed ant is sensing its environment.
LIUTCHIS.mp4,5.3,7.8,The big headed ant is exploring.
LIUTCHIS.mp4,5.3,7.8,The nymphidium sp. caterpillar is exploring.
LIVDEHGW.mp4,0.3,12.5,The circus aeruginosus bird is eating.
LIVDEHGW.mp4,12.6,29.9,The brown adult circus aeruginosus bird carries the dried grass in its mouth.
LIVDEHGW.mp4,12.6,29.9,The brown circus aeruginosus bird uses the dried grass that it carries in its mouth to build a nest.
LIVDEHGW.mp4,30.0,33.4,The circus aeruginosus bird is sensing its environment.
LIVDEHGW.mp4,33.5,36.2,The circus aeruginosus bird is chirping.
LIVDEHGW.mp4,36.3,38.1,The circus aeruginosus bird is walking.
LIXVWVKA.mp4,5.4,9.9,The common quail bird is sensing its environment.
LIXVWVKA.mp4,9.9,14.3,The common quail bird is chirping.
LJACLNPL.mp4,0.7,2.6,The young of red-backed shrike bird (birdling) is keeping still.
LJACLNPL.mp4,13.1,15.2,The red-backed shrike bird is biting a piece of food.
LJACLNPL.mp4,13.1,15.2,The young of red-backed shrike bird (birdling) is sharing its food.
LJACLNPL.mp4,15.3,16.5,The adult red-backed shrike bird bites and carries a white object in its beak.
LJACLNPL.mp4,18.3,19.9,The red-backed shrike bird is hopping.
LJACLNPL.mp4,2.7,8.6,The young of red-backed shrike bird (birdling) is chirping.
LJACLNPL.mp4,7.1,8.6,The red-backed shrike bird is sharing its food.
LJACLNPL.mp4,7.1,8.6,The young of red-backed shrike bird (birdling) is eating.
LJACLNPL.mp4,8.7,13.0,The red-backed shrike bird is chirping.
LJGKHIOQ.mp4,14.9,19.0,The common crane is flying.
LJJYLRME.mp4,14.7,47.0,The metlapilcoatlus mexicanus jumping pit viper is keeping still.
LJJYLRME.mp4,47.1,50.5,The metlapilcoatlus mexicanus jumping pit viper is attending.
LJQRJADX.mp4,0.0,0.4,"The white-backed woodpecker shakes its body, while standing on the branch."
LJQRJADX.mp4,0.4,0.8,The white-backed woodpecker is climbing.
LJQRJADX.mp4,0.8,4.7,The white-backed woodpecker is sensing its environment.
LJSJCJVR.mp4,1.6,6.6,The little crake bird is walking.
LJSJCJVR.mp4,14.7,27.6,The little crake bird is preening itself.
LJSJCJVR.mp4,15.7,17.3,The little crake bird is keeping still.
LJSJCJVR.mp4,27.6,31.3,The little crake bird is sensing its environment.
LJSJCJVR.mp4,6.8,14.5,The little crake bird is eating.
LJVINXGD.mp4,30.2,31.0,The horse is running.
LJXNCBGU.mp4,0.0,1.2,The blue orchard bee makes a landing.
LJXNCBGU.mp4,1.3,2.1,The blue orchard bee is eating.
LJXNCBGU.mp4,2.1,6.5,The blue orchard bee is flying.
LJXNCBGU.mp4,9.0,9.4,The blue orchard bee is keeping still.
LKOZGRAM.mp4,0.5,7.1,The nursery web spider is moving.
LKOZGRAM.mp4,20.0,33.1,A nursery web spider picks up and carries the insect prey that it has wrapped its silk in.
LKOZGRAM.mp4,7.2,19.9,The nursery web spider spins around and wrap its prey with its silk.
LLDEIJVY.mp4,1.2,6.0,The goldfinch is sensing its environment.
LLDEIJVY.mp4,3.7,9.1,The goldfinch is flapping its wings.
LLDEIJVY.mp4,4.9,6.0,The goldfinch is flying.
LLDEIJVY.mp4,6.1,17.3,The goldfinch is eating.
LLDEIJVY.mp4,9.3,17.3,The goldfinch makes a landing.
LLGVLLHH.mp4,11.1,17.3,The frog is sensing its environment.
LLGVLLHH.mp4,14.0,19.4,The termite is sensing its environment.
LLGVLLHH.mp4,6.4,11.0,The termite is moving.
LLGVLLHH.mp4,9.0,11.0,The frog is eating.
LLGXMICC.mp4,0.0,16.6,The yellow-eyed ensatina is keeping still.
LLGXMICC.mp4,16.8,21.6,The yellow-eyed ensatina is attending.
LLHSDCIW.mp4,11.4,14.0,The salticidae jumping spider is moving.
LLHSDCIW.mp4,14.1,19.2,The salticidae jumping spider is grooming itself.
LLHSDCIW.mp4,19.3,20.8,The salticidae jumping spider is sensing its environment.
LLHSDCIW.mp4,24.3,28.2,The aphid is trapped.
LLHSDCIW.mp4,6.2,14.0,The aphid is moving.
LLHSDCIW.mp4,6.2,9.0,The salticidae jumping spider is attacking the aphid on a tree branch.
LLHSDCIW.mp4,9.1,11.3,The aphid is displaying its defensive pose.
LLHSDCIW.mp4,9.1,11.3,The salticidae jumping spider is biting the aphid.
LLOPTEBY.mp4,0.6,11.7,The fox is walking.
LLOPTEBY.mp4,11.9,24.2,The fox is sensing its environment.
LLOPTEBY.mp4,24.3,28.7,The fox is keeping still.
LLOPTEBY.mp4,28.7,32.9,The fox is jumping.
LLOPTEBY.mp4,34.3,35.9,The fox is attending.
LLOPTEBY.mp4,36.0,36.9,The fox is digging.
LLUMLXEV.mp4,40.0,43.1,The lobster is keeping still.
LLWGIHEB.mp4,33.6,36.3,The cotesia glomerata wasp is attending.
LLWGIHEB.mp4,40.2,41.1,The cotesia glomerata wasp is moving.
LLYWBONO.mp4,23.5,28.6,The wood warbler is sensing its surrounding.
LLYWBONO.mp4,28.6,30.6,The wood warbler is turning around.
LLYWBONO.mp4,8.5,23.5,The wood warbler is chirping.
LMNGTPDI.mp4,0.0,6.0,The fish is swimming.
LMNGTPDI.mp4,12.1,16.7,The sea slug is moving.
LMNGTPDI.mp4,6.2,7.9,The sea cucumber is keeping still.
LMNGTPDI.mp4,8.0,10.2,The sea urchin is keeping still.
LMOWQPAB.mp4,13.2,18.0,The dice snake rolls in the water while biting the perch fish.
LMOWQPAB.mp4,3.1,9.8,The dice snake is eating.
LMOWQPAB.mp4,9.9,13.1,The perch fish is struggling.
LMOWQPAB.mp4,9.9,18.0,The dice snake continues to bite the struggling fish.
LMPHTPIF.mp4,2.4,8.2,The sardine is swimming.
LMPHTPIF.mp4,6.7,8.2,The school of sardine is fleeing from predators.
LMPHTPIF.mp4,6.7,8.2,The sea lions are attacking a school of fish.
LMQAWBBY.mp4,11.8,16.5,The giant hornet fights with each other in the nest.
LMQAWBBY.mp4,16.6,24.7,The giant hornet is exploring.
LMQAWBBY.mp4,16.6,24.7,The giant hornet is moving.
LMQAWBBY.mp4,16.6,24.7,The giant hornet is sensing its environment.
LMQAWBBY.mp4,21.7,24.7,The giant hornet is flying.
LMQAWBBY.mp4,5.8,11.7,The giant hornet is eating.
LMQAWBBY.mp4,5.8,7.4,The giant hornet is dead.
LMQAWBBY.mp4,8.6,11.7,The giant hornet is struggling.
LMTNFAEM.mp4,16.2,26.3,The lanius excubitor is eating.
LMTNFAEM.mp4,27.5,28.5,The lanius excubitor is sensing its environment.
LNBWTUHU.mp4,10.3,27.3,The bluethroat is attending.
LNBWTUHU.mp4,22.6,22.8,The bluethroat is flying.
LNBWTUHU.mp4,27.4,36.7,The bluethroat is eating.
LNEAFOOZ.mp4,4.7,7.1,The beetle is trapped.
LNEAFOOZ.mp4,4.7,7.1,The western widow spider is eating.
LNISNRAC.mp4,1.1,2.1,The agouti is keeping still.
LNISNRAC.mp4,16.5,17.5,The jaguarundi cat is running.
LNISNRAC.mp4,17.5,22.0,The jaguarundi cat is sensing its environment.
LNISNRAC.mp4,2.1,6.1,The agouti is moving.
LNISNRAC.mp4,22.0,24.6,The jaguarundi cat is walking.
LNISNRAC.mp4,3.5,4.4,The agouti is eating.
LNISNRAC.mp4,6.1,7.8,The agouti is running.
LNISNRAC.mp4,9.2,12.2,The agouti is walking.
LNIYJFFP.mp4,7.1,9.5,The golden orb spider is eating.
LNIYJFFP.mp4,9.6,14.0,The golden orb spider is keeping still.
LNODYDUC.mp4,15.6,19.6,The promecognathus crassus beetle is hugging the millipede.
LNODYDUC.mp4,15.6,19.6,The xystocheir dissecta millipede is moving.
LNODYDUC.mp4,22.3,26.6,The promecognathus crassus beetle is moving.
LNODYDUC.mp4,22.3,36.9,The xystocheir dissecta millipede is keeping still.
LNODYDUC.mp4,26.7,36.9,The promecognathus crassus beetle is eating.
LNODYDUC.mp4,7.0,14.8,The promecognathus crassus beetle fights to take down the centipede.
LNODYDUC.mp4,7.0,14.8,The xystocheir dissecta millipede is coiling.
LNOOVFUP.mp4,0.7,2.2,The red spitting cobra is sensing its environment.
LNOOVFUP.mp4,2.3,3.9,The red spitting cobra is hissing.
LNOOVFUP.mp4,3.9,4.5,The red spitting cobra is spitting venom.
LNOOVFUP.mp4,4.5,7.8,The red spitting cobra is keeping still.
LNRYVXGD.mp4,21.2,22.5,The snake is keeping still.
LNRYVXGD.mp4,22.9,27.3,The snake is moving.
LNTAIACP.mp4,16.4,19.4,The araneus diadematus spider wraps its prey with its silk.
LNTAIACP.mp4,19.4,22.4,The araneus diadematus spider is moving.
LNTAIACP.mp4,5.3,9.7,The insect is trapped.
LNTAIACP.mp4,5.3,9.7,The spider is attacking a fly.
LNTAIACP.mp4,9.9,16.3,The araneus diadematus spider is sensing its environment.
LOFLUBGU.mp4,10.6,19.6,The blue orchard bee is digging into the earth.
LOFLUBGU.mp4,24.2,28.3,The honey bee is flying.
LOFLUBGU.mp4,24.2,28.3,The honey bee is moving.
LOFLUBGU.mp4,24.2,31.7,The blue orchard bee is flying.
LOFLUBGU.mp4,28.4,29.4,The blue orchard bee is exiting its nest.
LOFLUBGU.mp4,33.9,39.0,The blue orchard bee is eating.
LOFLUBGU.mp4,39.1,43.0,The blue orchard bee is moving.
LOFLUBGU.mp4,4.3,19.6,The blue orchard bee is digging.
LOJYTEWB.mp4,20.5,22.3,The philomachus pugnax ruff bird is keeping still.
LOJYTEWB.mp4,20.5,31.9,The philomachus pugnax ruff bird is preening itself.
LOJYTEWB.mp4,20.5,31.9,The philomachus pugnax ruff bird is sensing its environment.
LOPWOGBP.mp4,0.2,3.5,The madagascar hissing cockroach is keeping still.
LOPWOGBP.mp4,0.2,6.8,The madagascar hissing cockroach is moving.
LOPWOGBP.mp4,22.9,39.2,The brown-banded cockroach is moving.
LOQOMLHH.mp4,0.4,25.7,The rain frog is hugging one another to mate.
LOQOMLHH.mp4,0.4,25.7,The rain frog is moving.
LOQOMLHH.mp4,0.4,3.7,The moth is flapping its wings.
LOQOMLHH.mp4,33.5,38.7,The foam nest frog is hugging another frog.
LOQOMLHH.mp4,33.5,38.7,The foam nest frog is moving.
LOQOMLHH.mp4,33.5,38.7,The foam nest frog is walking.
LOYLNHPH.mp4,14.8,17.0,The common eastern bumblebee is exploring.
LOYLNHPH.mp4,18.7,21.9,The common eastern bumblebee is eating.
LOYLNHPH.mp4,40.7,43.1,The bumblebee is eating.
LOYLNHPH.mp4,45.9,47.5,The bumblebee makes a landing.
LPCVVOIM.mp4,12.8,19.9,The sidewinder rattlesnake is keeping still.
LPCVVOIM.mp4,20.0,29.0,The sidewinder rattlesnake is rattling.
LPCVVOIM.mp4,3.8,12.7,The sidewinder rattlesnake is moving.
LPLZMFYY.mp4,10.1,10.8,The terrapin is attending.
LPLZMFYY.mp4,6.0,7.0,The otter is keeping still.
LPLZMFYY.mp4,7.1,8.2,The clouded monitor lizard is climbing.
LPLZMFYY.mp4,9.3,10.0,The bird is attending.
LPNSBPTK.mp4,14.1,16.6,The singing nightingale is sensing its surrounding.
LPNSBPTK.mp4,2.1,22.7,The singing nightingale is chirping.
LPNSBPTK.mp4,6.8,8.7,The singing nightingale is keeping still.
LPRQEEQQ.mp4,1.4,4.4,The leaf-tailed gecko is attending.
